name,category,market_name,product_url,product_id,price,manufacturer,amount,measure
БЗМЖ Сыр Dziugas 40% 240г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/tverdye-i-polutverdye-syry/bzmzh-syr-dziugas-40-240g-rossiia,750069,435.4,"ООО ""Фрилайн""",0.24,кг
БЗМЖ Сыр Oltermanni Сливочный 45% 250г нарезка Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/tverdye-i-polutverdye-syry/bzmzh-syr-oltermanni-slivochnyi-45-250g-narezka-,785823,352.9,"АО ""Валио""",0.25,кг
БЗМЖ Сыр Oltermanni Сливочный 45% 130г нарезка Россия,"Молочные продукты, сыры, яйцо",okey,/spb/bzmzh-syr-oltermanni-slivochnyi-45-130g-narezka-,788919,224.4,"АО ""Валио""",0.13,кг
"БЗМЖ Сыр Швейцарский Фермерский мдж в сух в-е 49% Heidi Швейцария, кг","Молочные продукты, сыры, яйцо",okey,/spb/skidki-1/syr-shveitsarskii-heidi-fermerskii-kg-792998-parent-1,790310,1599.0,Mifroma SA,1.0,кг
БЗМЖ Сыр Laime Фермерский 50% 150г нарезка Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/tverdye-i-polutverdye-syry/bzmzh-syr-laime-fermerskii-50-150g-narezka-rossiia,790314,164.4,"ООО ""Продлайн""",0.15,кг
БЗМЖ Сыр Real Swiss Cheese Маасдам  48% 170г кусок Швейцария,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/tverdye-i-polutverdye-syry/bzmzh-syr-real-swiss-cheese-maasdam-48-170g-kusok-,790318,311.5,ООО «ПРОДЛАЙН»,0.17,кг
БЗМЖ Сыр Arla Natura Сливочный Легкий 30% 400г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/tverdye-i-polutverdye-syry/bzmzh-syr-arla-natura-slivochnyi-legkii-30-400g-,802801,383.4,Калач,0.4,кг
БЗМЖ Сыр Пармезан 9мес 40% 100г колотый Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/tverdye-i-polutverdye-syry/bzmzh-syr-parmezan-9mes-40-100g-kolotyi-rossiia,806966,246.9,"ООО ""ФРИЛАЙН""",0.1,кг
БЗМЖ Сыр Cheese Lovers Песто красн 50% 150г нарезка Россия,"Молочные продукты, сыры, яйцо",okey,/spb/bzmzh-syr-cheese-lovers-pesto-krasn-50-150g-narezka-,143261,184.5,"ООО «ЧизАрт», Россия",0.15,кг
БЗМЖ Сыр Cheese Lovers Песто зелен 50% 150г нарезка Россия,"Молочные продукты, сыры, яйцо",okey,/spb/bzmzh-syr-cheese-lovers-pesto-zelen-50-150g-narezka-,143262,184.5,"ООО ""ЧизАрт""",0.15,кг
БЗМЖ Сыр Cheese Lovers Гауда олив/том 50% 150г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/tverdye-i-polutverdye-syry/bzmzh-syr-cheese-lovers-gauda-oliv-tom-50-150g-,143263,184.5,"ООО ""ЧизАрт""",0.15,кг
БЗМЖ Сыр Сыробогатов Сливочный 50% 200г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/tverdye-i-polutverdye-syry/bzmzh-syr-syrobogatov-slivochnyi-50-200g-rossiia,152180,217.4,"ООО ""Первая Линия""",0.2,кг
БЗМЖ Сыр Сваля Тильзитер 45% 200г нарезка Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/tverdye-i-polutverdye-syry/bzmzh-syr-svalia-til-ziter-45-200g-narezka-rossiia,168665,246.9,"ООО ""ПиР-ПАК""",0.2,кг
БЗМЖ Сыр Arla Natura цилиндр 45% 200г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/bzmzh-syr-arla-natura-tsilindr-45-200g-rossiia,84606,119.99,Калач,0.2,кг
БЗМЖ Сыр Стародуб Лайт 40% 1кг Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/tverdye-i-polutverdye-syry/bzmzh-syr-starodub-lait-40-1kg-rossiia,695835,1111.0,"ТнВ ""Сыр Стародубский""",1.0,кг
БЗМЖ Сыр Cheese Gallery Лайт 20% 150г нарезка Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/tverdye-i-polutverdye-syry/bzmzh-syr-cheese-gallery-lait-20-150g-narezka-,697239,175.9,"ООО ""ПиР-ПАК""",0.15,кг
БЗМЖ Сыр Laime Пармезан 40% 200г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/tverdye-i-polutverdye-syry/bzmzh-syr-laime-parmezan-40-200g-rossiia,700427,329.4,"ООО ""ПиР-ПАК""",0.2,кг
БЗМЖ Сыр Valio Российский 50% 270г нарезка Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/tverdye-i-polutverdye-syry/bzmzh-syr-valio-rossiiskii-50-270g-narezka-rossiia,701275,335.4,"ООО ""Валио""",0.27,кг
БЗМЖ Сыр Valio Голландский 45% 270г нарезка Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/tverdye-i-polutverdye-syry/bzmzh-syr-valio-gollandskii-45-270g-narezka-rossiia,701276,335.4,"ООО ""Валио""",0.27,кг
БЗМЖ Сыр Сыробогатов Лёгкий 25% 200г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/tverdye-i-polutverdye-syry/bzmzh-syr-syrobogatov-legkii-25-200g-rossiia,703369,217.4,"ООО ""Первая Линия""",0.2,кг
БЗМЖ Сыр плав копч серпянка 40% Аланталь 1кг фас Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-kopch-serpianka-40-alantal-1kg-fas-,56360,620.4,"ОАО ""Маслосырзавод ""Порховский""",1.0,кг
БЗМЖ Сыр плав President Мааздам 40% 150г тосты Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-president-maazdam-40-150g-tosty-,61236,119.9,"ООО ""Лакталис Истра""",0.15,кг
БЗМЖ Сыр плав President Сливочный 40% 150г тосты Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-president-slivochnyi-40-150g-tosty-,61238,119.9,"ООО ""Лакталис Истра""",0.15,кг
БЗМЖ Сыр плавленый President Сливочный 45% 140г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-president-slivochnyi-45-140g-,61244,112.5,"ООО ""Лакталис Истра""",0.14,кг
БЗМЖ Сыр плав Hochland Сэндвич ломтик 45%  150г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-hochland-sendvich-lomtik-45-150g-,66358,109.9,Хоххланд Руссланд ООО,0.15,кг
БЗМЖ Сыр плав Hochland Чизбургер ломтик 45% 150г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-hochland-chizburger-lomtik-45-150g-,66360,109.9,Хоххланд Руссланд ООО,0.15,кг
БЗМЖ Сыр плав Hochland сливочный 55% 200г пл/в Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-hochland-slivochnyi-55-200g-pl-v-,236642,148.9,Хоххланд Руссланд ООО,0.2,кг
БЗМЖ Сыр плав Hochland Ассорти ломтик 45% 150г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-hochland-assorti-lomtik-45-150g-,241454,109.9,Хохланд Руссланд  ООО,0.15,кг
БЗМЖ Сыр плав Hochland с грибами 55% 400г пл/в Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-hochland-s-gribami-55-400g-pl-v-,242741,270.4,Хоххланд Руссланд ООО,0.4,кг
БЗМЖ Сыр плав Hochland сливочный 35% 100г фольга Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-hochland-slivochnyi-35-100g-fol-ga-,242742,56.9,Хоххланд Руссланд ООО,0.1,кг
БЗМЖ Сыр плав President с ветчиной 45% 200г пл/в Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-president-s-vetchinoi-45-200g-pl-v-,243457,148.9,"ООО ""Лакталис Истра""",0.2,кг
БЗМЖ Сыр плав President Мааздам 45%  200г пл/в Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-president-maazdam-45-200g-pl-v-,243461,148.9,"ООО ""Лакталис Истра""",0.2,кг
БЗМЖ Сыр плавленый President Мааздам 45% 140г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-president-maazdam-45-140g-,243463,112.5,"ООО ""Лакталис Истра""",0.14,кг
БЗМЖ Сыр плав President сливочный 45% 400г пл/в Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-president-slivochnyi-45-400g-pl-v-,243473,245.4,"ООО ""Лакталис Истра""",0.4,кг
БЗМЖ Сыр плав President с ветчиной 45% 400г пл/в Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-president-s-vetchinoi-45-400g-pl-v-,243474,245.4,"ООО ""Лакталис Истра""",0.4,кг
БЗМЖ Сыр плавленый President шоколадный 30% 400г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-president-shokoladnyi-30-400g-,243475,245.4,"ООО ""Лакталис Истра""",0.4,кг
БЗМЖ Сыр плавленый Карат Янтарь 45% 400г пл/в Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-karat-iantar-45-400g-pl-v-,378133,200.5,"КАРАТ, Россия",0.4,кг
БЗМЖ  Сыр плавленый Сливочный КАРАТ 45% 400г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-slivochnyi-karat-45-400g-rossiia-,423201,230.4,ОАО 'КАРАТ',0.4,кг
БЗМЖ Сыр плав Карат с грибами д/супа 45% 90г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-karat-s-gribami-d-supa-45-90g-rossiia-,423366,41.9,"КАРАТ, Россия",0.09,кг
БЗМЖ Сыр плавленый Hochland грибы 55% 200г пл/в Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-hochland-griby-55-200g-pl-v-,183211,148.9,"ООО""Хохланд Руссланд""",0.2,кг
БЗМЖ Сыр плав Hochland ветчина 55% 200г пл/в Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-hochland-vetchina-55-200g-pl-v-rossiia-,183212,148.9,Хоххланд Руссланд ООО,0.2,кг
БЗМЖ Сыр плавленый Hochland грибы 35% 100г фольга Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-hochland-griby-35-100g-fol-ga-,185006,56.9,Хохланд Руссланд  ООО,0.1,кг
БЗМЖ Сыр плавленый Hochland грибы ломтик 45% 150г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-hochland-griby-lomtik-45-150g-,107517,109.9,Хоххланд Руссланд ООО,0.15,кг
БЗМЖ Сыр плав Hochland сливочный 55% 400г пл/в Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-hochland-slivochnyi-55-400g-pl-v-,107521,270.4,Хоххланд Руссланд ООО,0.4,кг
БЗМЖ Сыр плав Hochland с ветчиной 55% 400г пл/в Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-hochland-s-vetchinoi-55-400g-pl-v-,107522,270.4,Хоххланд Руссланд ООО,0.4,кг
БЗМЖ Сыр плав Hochland ветчина 35% 100г фольга Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-hochland-vetchina-35-100g-fol-ga-,107524,56.9,Хоххланд Руссланд ООО,0.1,кг
БЗМЖ Сыр плав Hochland Маасдам 50% 200г ванна Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-hochland-maasdam-50-200g-vanna-,107539,148.9,Хоххланд Руссланд ООО,0.2,кг
БЗМЖ Сыр плавленый President грибы 45% 140г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-president-griby-45-140g-rossiia,114711,112.5,"ООО ""Лакталис Истра""",0.14,кг
БЗМЖ Сыр плав President сливочный 45% 200г пл/в Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-president-slivochnyi-45-200g-pl-v-,114713,148.9,"ООО ""Лакталис Истра""",0.2,кг
БЗМЖ Сыр плавленый ОКЕЙ сливочный 400г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-okei-slivochnyi-400g-rossiia,121187,188.9,"ИП Емелин Владимир Павлович, Россия",0.4,кг
БЗМЖ Сыр плавленый ОКЕЙ с ветчиной 400г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-okei-s-vetchinoi-400g-rossiia,121188,188.9,"ИП Емелин Владимир Павлович, Россия",0.4,кг
СЗМЖ Плавленый сырный продукт ТЧН! Городской 70г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/szmzh-plavlenyi-syrnyi-produkt-tchn-gorodskoi-70g-,121191,10.4,"ИП Емелин Владимир Павлович, Россия",0.07,кг
СЗМЖ Плавленый сырный продукт ТЧН! Дружба 70г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/szmzh-plavlenyi-syrnyi-produkt-tchn-druzhba-70g-,121192,10.4,"ИП Емелин Владимир Павлович, Россия",0.07,кг
БЗМЖ Сыр плавленый ОКЕЙ Шоколадный 200г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-okei-shokoladnyi-200g-rossiia,121195,100.4,ИП Емелин В.П.,0.2,кг
БЗМЖ Сыр плавленый ОКЕЙ с ветчиной 200г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-okei-s-vetchinoi-200g-rossiia,121197,100.4,"ИП Емелин Владимир Павлович, Россия",0.2,кг
БЗМЖ Сыр плавленый ОКЕЙ Сливочный 140г круг Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-okei-slivochnyi-140g-krug-rossiia,121200,77.4,"ИП Емелин Владимир Павлович, Россия",0.14,кг
БЗМЖ Сыр плавленый ОКЕЙ с грибами 200г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-okei-s-gribami-200g-rossiia,121201,100.4,"ИП Емелин Владимир Павлович, Россия",0.2,кг
БЗМЖ Сыр плавленый ОКЕЙ с ветчиной 140г круг Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-okei-s-vetchinoi-140g-krug-rossiia-,121205,77.4,"ИП Емелин Владимир Павлович, Россия",0.14,кг
БЗМЖ Сыр плав Карат с луком д/супа 45% 90г фольга Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-karat-s-lukom-d-supa-45-90g-fol-ga-,629162,41.9,"КАРАТ, Россия",0.09,кг
БЗМЖ Сыр плав Valio Viola с беконом 50% 400г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-valio-viola-s-bekonom-50-400g-rossiia-,657410,174.99,"ООО ""Валио"", Россия",0.4,кг
СЗМЖ Продукт плавленый с сыром ТЧН! сливочный 180г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/szmzh-produkt-plavlenyi-s-syrom-tchn-slivochnyi-180g-,678576,35.5,ИП Емелин В.П.,0.18,кг
СЗМЖ Продукт плавленый с сыром ТЧН! с грибами 180г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/szmzh-produkt-plavlenyi-s-syrom-tchn-s-gribami-180g-,678578,35.5,ИП Емелин В.П.,0.18,кг
СЗМЖ Продукт плавленый с сыром ТЧН! колбасный копченый 400г ,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/szmzh-produkt-plavlenyi-s-syrom-tchn-kolbasnyi-,678585,56.9,ИП Емелин В.П.,0.4,кг
БЗМЖ Сыр плав Карат шоколадный 30% 230г пл/ст Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-karat-shokoladnyi-30-230g-pl-st-,498462,120.9,"КАРАТ, Россия",0.23,кг
БЗМЖ Сыр плавленый Valio Viola 50% 400г пл/в Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-valio-viola-50-400g-pl-v-rossiia-,599250,174.99,"ООО ""Валио"", Россия",0.4,кг
БЗМЖ Сыр плав Viola с ветчиной 45% 140г ломтики Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-viola-s-vetchinoi-45-140g-lomtiki-,768375,117.4,"Valio, Россия",0.14,кг
БЗМЖ Сыр плавленый Viola cливочный 45% 140г ломтики Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-viola-clivochnyi-45-140g-lomtiki-,768383,117.4,"Valio, Россия",0.14,кг
БЗМЖ Сыр плав Viola с лисичками 45% 140г ломтики Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-viola-s-lisichkami-45-140g-lomtiki-,768398,117.4,"Valio, Россия",0.14,кг
БЗМЖ Сыр плав Valio Viola с белыми грибами 45% 130г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-valio-viola-s-belymi-gribami-45-130g-,145461,114.9,"ООО ""Валио""",0.13,кг
БЗМЖ Сыр плав Valio Viola Финское избранное 45% 130г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-valio-viola-finskoe-izbrannoe-45-,146226,114.9,"ООО ""Валио"", Россия",0.13,кг
БЗМЖ Сыр плав Viola Итальянское избранное 45% 130г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-viola-ital-ianskoe-izbrannoe-45-130g-,146228,114.9,"ООО ""Валио""",0.13,кг
БЗМЖ Сыр плав Янтарь Сыробогатов 60% 400г ванночка Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-iantar-syrobogatov-60-400g-vannochka-,152176,229.4,"ООО ""Первая Линия""",0.4,кг
БЗМЖ Сыр плав Дружба Сыробогатов 55% 400г ванночка Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-druzhba-syrobogatov-55-400g-vannochka-,152178,229.4,"ООО ""Первая Линия""",0.4,кг
БЗМЖ Сыр плав Hochland Швейцарский сыр 50% 200г ванна Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-hochland-shveitsarskii-syr-50-200g-,697104,148.9,Хоххланд Руссланд ООО,0.2,кг
БЗМЖ Сыр плав Hochland с ветчиной 45% 150г ломтик Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-hochland-s-vetchinoi-45-150g-lomtik-,701491,109.9,Хоххланд Руссланд ООО,0.15,кг
БЗМЖ Сыр плав Valio Viola с грибами 50% 400г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-valio-viola-s-gribami-50-400g-rossiia-,731476,174.99,Валио,0.4,кг
БЗМЖ Сыр плавленый Фетакса 45% 400г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-fetaksa-45-400g-rossiia,931208,264.4,Хоххланд Руссланд ООО,0.4,кг
БЗМЖ Сыр плавленый Фетакса маслины и паприка 45% 200г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-fetaksa-masliny-i-paprika-45-,931209,153.4,Хоххланд Руссланд ООО,0.2,кг
БЗМЖ Сыр плавленый Фетакса 45% 200г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-fetaksa-45-200g-rossiia,931217,153.4,Хоххланд Руссланд ООО,0.2,кг
БЗМЖ Сыр плав Valio Viola Четыре Сыра 45% 130г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-valio-viola-chetyre-syra-45-130g-,932941,114.9,Валио,0.13,кг
БЗМЖ Сыр плавленый Сыробогатов Маасдам 50% 80г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-syrobogatov-maasdam-50-80g-,886883,55.9,"ООО ""Первая Линия""",0.08,кг
БЗМЖ Сыр плав Valio Viola с белыми грибами 50% 200г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-valio-viola-s-belymi-gribami-50-200g-,886976,99.99,"Валио, Россия",0.2,кг
БЗМЖ Сыр плавленый Oltermanni в ломтиках 45% 140г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-oltermanni-v-lomtikakh-45-140g-,893185,122.9,"ООО ""Валио"", Россия",0.14,кг
БЗМЖ Сыр плавленый Viola Сливочный 45% 180г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-viola-slivochnyi-45-180g-rossiia,895999,146.4,Валио,0.18,кг
БЗМЖ Сыр плавленый Viola Четыре сыра 45% 180г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-viola-chetyre-syra-45-180g-,896000,146.4,Валио,0.18,кг
БЗМЖ Сыр плавленый Карат Коралл 45% 230г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-karat-korall-45-230g-rossiia,897546,120.9,"ОАО ""Московский завод плавленых сыров ""Карат""",0.23,кг
БЗМЖ Сыр плавленый Hochland Сливочный классический толстый 45% 150г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-hochland-slivochnyi-klassicheskii-,3074457345617630648,109.9,Хоххланд Руссланд ООО,0.15,кг
БЗМЖ Сыр плавленый Valio Viola Французское избранное 45% 130г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-valio-viola-frantsuzskoe-,3074457345617634202,114.9,Валио,0.13,кг
БЗМЖ Сыр плав Valio Viola Четыре Сыра 45% 140г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plav-valio-viola-chetyre-syra-45-140g-,3074457345617635581,117.4,Валио,0.14,кг
БЗМЖ Сыр плавленый President Creme de camembert  50% 125г Россия,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-plavlenyi-president-creme-de-camembert-,3074457345617636964,191.4,"ООО ""Лакталис Истра""",0.125,кг
БЗМЖ Сыр ОКЕЙ плавленый в тостах с ветчиной 150г,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-okei-plavlenyi-v-tostakh-s-vetchinoi-150g,906476,77.4,Плавит,0.15,кг
БЗМЖ Сыр ОКЕЙ плавленый в тостах сливочный 150г,"Молочные продукты, сыры, яйцо",okey,/spb/molochnye-produkty-syry-iaitso/syry/plavlenye-syry/bzmzh-syr-okei-plavlenyi-v-tostakh-slivochnyi-150g,906477,77.4,Плавит,0.15,кг
БЗМЖ Сыр сливочный GrandBlu с голубой плесенью 56% 100г,"Молочные продукты, сыры, яйцо",okey,/spb/bzmzh-syr-slivochnyi-grandblu-s-goluboi-plesen-iu-56-,679204,197.99,"ООО ""ПИР-ПАК""",0.1,кг
